,Usia,Gender,Gaji,Jumlah Anak
2507,28,P,5-10jt,3
2508,39,L,5-10jt,0
2509,55,L,5-10jt,2
2510,45,L,5-10jt,5
2511,27,P,5-10jt,1
2512,57,P,5-10jt,5
2513,59,L,5-10jt,1
2514,58,L,5-10jt,5
2515,60,L,5-10jt,0
2516,40,L,5-10jt,5
2517,55,P,5-10jt,2
2518,31,L,5-10jt,2
2519,49,L,5-10jt,2
2520,18,P,5-10jt,1
2521,48,P,5-10jt,4
2522,40,L,5-10jt,1
2523,32,P,5-10jt,1
2524,60,L,5-10jt,1
2525,17,P,5-10jt,1
2526,49,P,5-10jt,2
2527,59,P,5-10jt,2
2528,17,L,5-10jt,2
2529,51,P,5-10jt,1
2530,52,L,5-10jt,0
2531,23,P,5-10jt,2
2532,17,L,5-10jt,0
2533,29,P,5-10jt,6
2534,44,P,5-10jt,4
2535,54,L,5-10jt,6
2536,55,L,5-10jt,5
2537,18,L,5-10jt,1
2538,56,L,5-10jt,3
2539,35,L,5-10jt,2
2540,39,P,5-10jt,4
2541,51,P,5-10jt,0
2542,59,P,5-10jt,3
2543,19,L,5-10jt,6
2544,47,L,5-10jt,1
2545,54,L,5-10jt,0
2546,32,L,5-10jt,3
2547,53,L,5-10jt,5
2548,29,P,5-10jt,3
2549,22,L,5-10jt,5
2550,60,P,5-10jt,3
2551,58,L,5-10jt,2
2552,26,L,5-10jt,1
2553,47,L,5-10jt,2
2554,22,L,5-10jt,3
2555,27,P,5-10jt,1
2556,49,L,5-10jt,4
2557,33,L,5-10jt,4
2558,20,P,5-10jt,0
2559,31,P,5-10jt,5
2560,37,P,5-10jt,3
2561,23,P,5-10jt,2
2562,18,L,5-10jt,1
2563,48,L,5-10jt,3
2564,55,P,5-10jt,2
2565,55,P,5-10jt,2
2566,58,P,5-10jt,5
2567,34,P,5-10jt,5
2568,37,P,5-10jt,0
2569,37,P,5-10jt,2
2570,17,L,5-10jt,5
2571,42,P,5-10jt,5
2572,23,L,5-10jt,0
2573,37,L,5-10jt,0
2574,26,P,5-10jt,5
2575,59,L,5-10jt,6
2576,33,L,5-10jt,6
2577,28,P,5-10jt,5
2578,27,P,5-10jt,6
2579,58,L,5-10jt,3
2580,47,L,5-10jt,2
2581,43,P,5-10jt,4
2582,27,L,5-10jt,5
2583,55,P,5-10jt,4
2584,47,L,5-10jt,0
2585,33,L,5-10jt,1
2586,51,P,5-10jt,2
2587,54,P,5-10jt,6
2588,59,P,5-10jt,3
2589,28,P,5-10jt,5
2590,47,L,5-10jt,2
2591,33,P,5-10jt,0
2592,42,P,5-10jt,6
2593,46,L,5-10jt,6
2594,25,L,5-10jt,3
2595,49,L,5-10jt,4
2596,21,P,5-10jt,6
2597,35,P,5-10jt,1
2598,33,P,5-10jt,1
2599,53,L,5-10jt,0
2600,22,L,5-10jt,4
2601,52,P,5-10jt,4
2602,44,L,5-10jt,4
2603,48,P,5-10jt,3
2604,52,L,5-10jt,1
2605,37,L,5-10jt,4
2606,29,L,5-10jt,1
2607,25,L,5-10jt,3
2608,23,L,5-10jt,4
2609,36,P,5-10jt,1
2610,19,P,5-10jt,0
2611,21,P,5-10jt,2
2612,52,L,5-10jt,4
2613,47,P,5-10jt,5
2614,28,L,5-10jt,4
2615,43,P,5-10jt,1
2616,31,L,5-10jt,4
2617,36,P,5-10jt,4
2618,42,L,5-10jt,2
2619,19,P,5-10jt,2
2620,42,P,5-10jt,3
2621,51,P,5-10jt,6
2622,37,L,5-10jt,3
2623,50,L,5-10jt,3
2624,19,L,5-10jt,5
2625,33,L,5-10jt,1
2626,52,L,5-10jt,0
2627,49,L,5-10jt,0
2628,17,P,5-10jt,5
2629,22,P,5-10jt,3
2630,55,P,5-10jt,3
2631,33,L,5-10jt,2
2632,44,L,5-10jt,6
2633,29,L,5-10jt,5
2634,20,L,5-10jt,6
2635,39,P,5-10jt,4
2636,50,P,5-10jt,2
2637,22,P,5-10jt,5
2638,19,P,5-10jt,3
2639,22,L,5-10jt,3
2640,49,L,5-10jt,5
2641,57,L,5-10jt,0
2642,24,P,5-10jt,5
2643,58,L,5-10jt,1
2644,18,L,5-10jt,6
2645,55,P,5-10jt,1
2646,32,L,5-10jt,5
2647,42,P,5-10jt,4
2648,36,P,5-10jt,0
2649,36,P,5-10jt,2
2650,44,P,5-10jt,5
2651,22,P,5-10jt,1
2652,42,P,5-10jt,5
2653,21,L,5-10jt,3
2654,39,P,5-10jt,2
2655,33,L,5-10jt,6
2656,46,P,5-10jt,0
2657,17,P,5-10jt,0
2658,37,L,5-10jt,3
2659,52,L,5-10jt,5
2660,36,P,5-10jt,4
2661,38,L,5-10jt,2
2662,45,P,5-10jt,5
2663,17,L,5-10jt,3
2664,45,P,5-10jt,4
2665,58,L,5-10jt,1
2666,53,P,5-10jt,3
2667,57,L,5-10jt,0
2668,46,L,5-10jt,0
2669,21,P,5-10jt,0
2670,31,L,5-10jt,3
2671,32,P,5-10jt,2
2672,21,L,5-10jt,5
2673,24,L,5-10jt,5
2674,29,P,5-10jt,2
2675,29,L,5-10jt,4
2676,37,P,5-10jt,5
2677,22,P,5-10jt,6
2678,32,L,5-10jt,3
2679,24,L,5-10jt,5
2680,50,L,5-10jt,3
2681,52,P,5-10jt,0
2682,39,P,5-10jt,5
2683,60,L,5-10jt,2
2684,43,L,5-10jt,1
2685,44,L,5-10jt,6
2686,34,P,5-10jt,4
2687,24,L,5-10jt,4
2688,53,L,5-10jt,2
2689,29,L,5-10jt,1
2690,53,L,5-10jt,3
2691,34,P,5-10jt,3
2692,19,P,5-10jt,0
2693,59,L,5-10jt,5
2694,57,L,5-10jt,0
2695,56,P,5-10jt,4
2696,32,L,5-10jt,1
2697,20,L,5-10jt,2
2698,42,L,5-10jt,1
2699,26,P,5-10jt,3
2700,54,P,5-10jt,4
2701,42,L,5-10jt,6
2702,17,L,5-10jt,3
2703,55,P,5-10jt,0
2704,24,L,5-10jt,1
2705,19,L,5-10jt,4
2706,41,P,5-10jt,4
2707,45,L,5-10jt,0
2708,35,L,5-10jt,6
2709,50,P,5-10jt,3
2710,36,L,5-10jt,4
2711,25,L,5-10jt,0
2712,52,L,5-10jt,6
2713,35,P,5-10jt,6
2714,32,L,5-10jt,4
2715,52,L,5-10jt,2
2716,41,L,5-10jt,2
2717,42,L,5-10jt,6
2718,23,P,5-10jt,6
2719,56,P,5-10jt,2
2720,29,P,5-10jt,3
2721,27,L,5-10jt,1
2722,60,P,5-10jt,1
2723,29,P,5-10jt,1
2724,56,L,5-10jt,1
2725,52,L,5-10jt,5
2726,51,L,5-10jt,5
2727,41,L,5-10jt,5
2728,58,L,5-10jt,2
2729,35,P,5-10jt,3
2730,58,L,5-10jt,0
2731,22,P,5-10jt,5
2732,42,P,5-10jt,3
2733,25,P,5-10jt,2
2734,22,L,5-10jt,5
2735,51,P,5-10jt,4
2736,57,P,5-10jt,4
2737,45,P,5-10jt,4
2738,26,L,5-10jt,4
2739,41,P,5-10jt,0
2740,20,P,5-10jt,5
2741,44,L,5-10jt,4
2742,46,L,5-10jt,6
2743,55,L,5-10jt,1
2744,29,P,5-10jt,3
2745,58,L,5-10jt,3
2746,17,L,5-10jt,5
2747,29,P,5-10jt,0
2748,58,L,5-10jt,3
2749,47,L,5-10jt,5
2750,46,L,5-10jt,6
2751,21,P,5-10jt,0
2752,53,L,5-10jt,0
2753,46,P,5-10jt,4
2754,41,P,5-10jt,1
2755,52,L,5-10jt,6
2756,43,P,5-10jt,0
2757,44,P,5-10jt,3
2758,41,L,5-10jt,2
2759,47,L,5-10jt,1
2760,44,P,5-10jt,2
2761,56,P,5-10jt,5
2762,54,P,5-10jt,5
2763,43,P,5-10jt,4
2764,22,L,5-10jt,6
2765,44,P,5-10jt,2
2766,41,P,5-10jt,2
2767,19,L,5-10jt,5
2768,51,P,5-10jt,0
2769,53,P,5-10jt,5
2770,33,L,5-10jt,3
2771,27,L,5-10jt,1
2772,47,P,5-10jt,1
2773,24,L,5-10jt,2
2774,35,P,5-10jt,5
2775,53,L,5-10jt,0
2776,53,P,5-10jt,3
2777,35,P,5-10jt,3
2778,25,L,5-10jt,6
2779,36,P,5-10jt,6
2780,26,P,5-10jt,2
2781,42,P,5-10jt,2
2782,34,P,5-10jt,6
2783,53,P,5-10jt,1
2784,49,P,5-10jt,4
2785,48,L,5-10jt,6
2786,49,L,5-10jt,1
2787,60,L,5-10jt,3
2788,47,P,5-10jt,5
2789,45,P,5-10jt,6
2790,41,P,5-10jt,5
2791,22,P,5-10jt,6
2792,23,L,5-10jt,2
2793,35,L,5-10jt,6
2794,41,P,5-10jt,5
2795,20,L,5-10jt,0
2796,59,L,5-10jt,3
2797,29,P,5-10jt,6
2798,37,P,5-10jt,4
2799,21,P,5-10jt,6
2800,56,P,5-10jt,4
2801,32,L,5-10jt,4
2802,32,L,5-10jt,4
2803,20,L,5-10jt,2
2804,19,P,5-10jt,5
2805,35,P,5-10jt,6
2806,24,P,5-10jt,1
2807,59,L,5-10jt,2
2808,39,L,5-10jt,1
2809,56,P,5-10jt,2
2810,21,L,5-10jt,4
2811,34,P,5-10jt,5
2812,22,P,5-10jt,6
2813,41,P,5-10jt,3
2814,43,L,5-10jt,2
2815,60,L,5-10jt,6
2816,27,L,5-10jt,6
2817,54,L,5-10jt,1
2818,43,P,5-10jt,6
2819,37,P,5-10jt,5
2820,21,L,5-10jt,1
2821,36,L,5-10jt,6
2822,17,P,5-10jt,1
2823,40,L,5-10jt,2
2824,22,L,5-10jt,6
2825,47,P,5-10jt,4
2826,46,L,5-10jt,3
2827,48,L,5-10jt,6
2828,24,P,5-10jt,6
2829,55,P,5-10jt,6
2830,34,L,5-10jt,2
2831,39,L,5-10jt,2
2832,41,P,5-10jt,2
2833,48,L,5-10jt,4
2834,24,P,5-10jt,6
2835,40,P,5-10jt,4
2836,55,P,5-10jt,5
2837,36,L,5-10jt,4
2838,57,L,5-10jt,6
2839,21,P,5-10jt,2
2840,37,L,5-10jt,4
2841,42,P,5-10jt,4
2842,43,L,5-10jt,4
2843,28,P,5-10jt,3
2844,37,L,5-10jt,3
2845,30,P,5-10jt,5
2846,17,L,5-10jt,6
2847,27,P,5-10jt,6
2848,31,L,5-10jt,4
2849,42,L,5-10jt,0
2850,28,P,5-10jt,3
2851,20,P,5-10jt,0
2852,42,L,5-10jt,6
2853,32,P,5-10jt,3
2854,58,P,5-10jt,2
2855,35,P,5-10jt,4
2856,20,P,5-10jt,4
2857,24,L,5-10jt,5
2858,50,P,5-10jt,3
2859,42,L,5-10jt,5
2860,39,L,5-10jt,2
2861,28,L,5-10jt,4
2862,46,L,5-10jt,5
2863,36,L,5-10jt,4
2864,49,L,5-10jt,5
2865,59,L,5-10jt,4
2866,44,L,5-10jt,2
2867,42,P,5-10jt,5
2868,19,P,5-10jt,0
2869,60,L,5-10jt,1
2870,28,P,5-10jt,3
2871,39,P,5-10jt,3
2872,39,P,5-10jt,3
2873,19,L,5-10jt,5
2874,49,P,5-10jt,1
2875,55,P,5-10jt,4
2876,19,L,5-10jt,2
2877,18,P,5-10jt,3
2878,44,L,5-10jt,2
2879,32,L,5-10jt,4
2880,22,L,5-10jt,6
2881,47,P,5-10jt,5
2882,37,P,5-10jt,6
2883,32,P,5-10jt,2
2884,37,P,5-10jt,4
2885,58,L,5-10jt,3
2886,59,P,5-10jt,0
2887,38,L,5-10jt,4
2888,43,P,5-10jt,4
2889,33,P,5-10jt,4
2890,22,L,5-10jt,3
2891,19,L,5-10jt,6
2892,52,L,5-10jt,5
2893,23,L,5-10jt,2
2894,45,L,5-10jt,2
2895,58,P,5-10jt,3
2896,18,L,5-10jt,6
2897,51,L,5-10jt,5
2898,43,P,5-10jt,3
2899,42,L,5-10jt,2
2900,46,P,5-10jt,0
2901,60,L,5-10jt,3
2902,24,L,5-10jt,0
2903,46,P,5-10jt,0
2904,35,L,5-10jt,4
2905,19,L,5-10jt,3
2906,47,L,5-10jt,3
2907,41,L,5-10jt,2
2908,58,P,5-10jt,2
2909,52,L,5-10jt,3
2910,43,P,5-10jt,6
2911,37,L,5-10jt,0
2912,49,L,5-10jt,1
2913,31,P,5-10jt,5
2914,23,L,5-10jt,0
2915,33,L,5-10jt,3
2916,17,P,5-10jt,0
2917,51,L,5-10jt,2
2918,55,L,5-10jt,0
2919,44,P,5-10jt,3
2920,50,P,5-10jt,2
2921,38,L,5-10jt,6
2922,45,L,5-10jt,6
2923,48,L,5-10jt,1
2924,23,P,5-10jt,1
2925,30,L,5-10jt,2
2926,33,L,5-10jt,0
2927,38,P,5-10jt,2
2928,38,L,5-10jt,4
2929,40,L,5-10jt,3
2930,51,P,5-10jt,2
2931,58,L,5-10jt,5
2932,39,P,5-10jt,4
2933,52,L,5-10jt,2
2934,37,P,5-10jt,6
2935,17,L,5-10jt,2
2936,35,P,5-10jt,3
2937,40,P,5-10jt,4
2938,36,P,5-10jt,0
2939,51,L,5-10jt,0
2940,20,L,5-10jt,5
2941,57,P,5-10jt,0
2942,56,P,5-10jt,1
2943,19,P,5-10jt,3
2944,28,P,5-10jt,2
2945,35,P,5-10jt,6
2946,31,L,5-10jt,1
2947,58,P,5-10jt,0
2948,37,L,5-10jt,5
2949,56,L,5-10jt,0
2950,53,P,5-10jt,3
2951,21,P,5-10jt,3
2952,60,L,5-10jt,5
2953,38,L,5-10jt,2
2954,18,L,5-10jt,2
2955,27,L,5-10jt,5
2956,19,L,5-10jt,4
2957,35,L,5-10jt,0
2958,33,P,5-10jt,0
2959,40,P,5-10jt,1
2960,25,P,5-10jt,3
2961,27,L,5-10jt,2
2962,46,L,5-10jt,4
2963,21,P,5-10jt,5
2964,60,P,5-10jt,4
2965,17,P,5-10jt,6
2966,53,P,5-10jt,1
2967,25,L,5-10jt,1
2968,58,P,5-10jt,3
2969,50,L,5-10jt,5
2970,34,P,5-10jt,2
2971,20,L,5-10jt,0
2972,53,L,5-10jt,6
2973,36,P,5-10jt,4
2974,20,L,5-10jt,3
2975,48,P,5-10jt,2
2976,45,P,5-10jt,3
2977,31,P,5-10jt,2
2978,38,P,5-10jt,4
2979,38,L,5-10jt,4
2980,18,L,5-10jt,4
2981,40,P,5-10jt,2
2982,26,L,5-10jt,1
2983,52,P,5-10jt,4
2984,39,L,5-10jt,4
2985,35,P,5-10jt,6
2986,48,L,5-10jt,5
2987,52,L,5-10jt,6
2988,37,P,5-10jt,5
2989,43,P,5-10jt,2
2990,21,L,5-10jt,0
2991,52,P,5-10jt,5
2992,53,P,5-10jt,1
2993,52,L,5-10jt,5
2994,17,L,5-10jt,1
2995,19,L,5-10jt,4
2996,36,L,5-10jt,5
2997,23,P,5-10jt,4
2998,26,P,5-10jt,0
2999,49,L,5-10jt,0
3000,42,L,5-10jt,0
3001,35,L,5-10jt,6
3002,19,L,5-10jt,4
3003,43,P,5-10jt,3
3004,59,P,5-10jt,0
3005,24,P,5-10jt,5
3006,32,L,5-10jt,1
3007,47,P,5-10jt,6
3008,58,P,5-10jt,0
3009,31,L,5-10jt,4
3010,24,P,5-10jt,2
3011,45,P,5-10jt,5
3012,48,P,5-10jt,3
3013,46,P,5-10jt,4
3014,26,P,5-10jt,4
3015,34,P,5-10jt,1
3016,22,L,5-10jt,1
3017,35,L,5-10jt,0
3018,46,L,5-10jt,1
3019,48,P,5-10jt,5
3020,51,P,5-10jt,2
3021,39,P,5-10jt,3
3022,21,P,5-10jt,1
3023,17,P,5-10jt,4
3024,21,P,5-10jt,5
3025,35,P,5-10jt,5
3026,31,L,5-10jt,1
3027,30,P,5-10jt,5
3028,50,L,5-10jt,6
3029,57,P,5-10jt,1
3030,29,L,5-10jt,0
3031,29,L,5-10jt,4
3032,54,L,5-10jt,5
3033,27,P,5-10jt,3
3034,25,P,5-10jt,1
3035,49,L,5-10jt,1
3036,55,P,5-10jt,6
3037,46,L,5-10jt,2
3038,31,L,5-10jt,1
3039,55,L,5-10jt,4
3040,46,P,5-10jt,5
3041,51,L,5-10jt,0
3042,57,P,5-10jt,4
3043,48,P,5-10jt,0
3044,41,L,5-10jt,2
3045,28,P,5-10jt,0
3046,26,P,5-10jt,2
3047,59,L,5-10jt,5
3048,29,P,5-10jt,3
3049,30,L,5-10jt,4
3050,48,P,5-10jt,4
3051,39,P,5-10jt,0
3052,40,P,5-10jt,0
3053,54,P,5-10jt,0
3054,46,P,5-10jt,1
3055,31,P,5-10jt,0
3056,41,L,5-10jt,6
3057,47,P,5-10jt,5
3058,22,L,5-10jt,2
3059,49,P,5-10jt,3
3060,40,P,5-10jt,2
3061,18,P,5-10jt,4
3062,17,L,5-10jt,3
3063,58,L,5-10jt,5
3064,46,P,5-10jt,3
3065,34,L,5-10jt,5
3066,39,L,5-10jt,3
3067,45,L,5-10jt,1
3068,21,L,5-10jt,1
3069,60,P,5-10jt,4
3070,30,P,5-10jt,1
3071,17,L,5-10jt,0
3072,24,P,5-10jt,5
3073,30,L,5-10jt,1
3074,51,P,5-10jt,4
3075,32,P,5-10jt,1
3076,47,P,5-10jt,4
3077,56,L,5-10jt,3
3078,17,L,5-10jt,5
3079,37,L,5-10jt,5
3080,20,L,5-10jt,2
3081,51,P,5-10jt,4
3082,44,L,5-10jt,0
3083,40,P,5-10jt,3
3084,21,L,5-10jt,6
3085,50,P,5-10jt,3
3086,27,L,5-10jt,5
3087,54,L,5-10jt,0
3088,17,P,5-10jt,1
3089,46,P,5-10jt,4
3090,35,P,5-10jt,3
3091,55,P,5-10jt,6
3092,32,L,5-10jt,6
3093,54,L,5-10jt,3
3094,19,P,5-10jt,2
3095,59,P,5-10jt,1
3096,40,L,5-10jt,5
3097,43,P,5-10jt,2
3098,57,P,5-10jt,4
3099,54,P,5-10jt,1
3100,52,L,5-10jt,0
3101,23,L,5-10jt,4
3102,60,P,5-10jt,4
3103,52,P,5-10jt,3
3104,53,L,5-10jt,4
3105,45,P,5-10jt,1
3106,48,P,5-10jt,0
3107,29,P,5-10jt,0
3108,59,L,5-10jt,0
3109,60,P,5-10jt,6
3110,34,L,5-10jt,3
3111,58,P,5-10jt,3
3112,33,L,5-10jt,6
3113,37,L,5-10jt,3
3114,57,P,5-10jt,6
3115,47,P,5-10jt,1
3116,24,L,5-10jt,4
3117,31,L,5-10jt,3
3118,56,L,5-10jt,4
3119,58,P,5-10jt,5
3120,25,L,5-10jt,0
3121,43,L,5-10jt,1
3122,50,P,5-10jt,5
3123,17,P,5-10jt,1
3124,23,L,5-10jt,6
3125,21,P,5-10jt,0
3126,38,L,5-10jt,5
3127,17,P,5-10jt,3
3128,21,L,5-10jt,3
3129,41,P,5-10jt,4
3130,40,L,5-10jt,3
3131,49,P,5-10jt,0
3132,30,L,5-10jt,4
3133,30,P,5-10jt,3
3134,25,P,5-10jt,6
3135,52,L,5-10jt,0
3136,51,P,5-10jt,2
3137,43,P,5-10jt,6
3138,37,L,5-10jt,1
3139,39,L,5-10jt,6
3140,55,P,5-10jt,0
3141,51,L,5-10jt,0
3142,48,L,5-10jt,6
3143,36,P,5-10jt,5
3144,21,L,5-10jt,2
3145,17,L,5-10jt,6
3146,24,P,5-10jt,3
3147,58,P,5-10jt,4
3148,32,P,5-10jt,1
3149,20,L,5-10jt,2
3150,30,P,5-10jt,6
3151,39,L,5-10jt,6
3152,44,P,5-10jt,4
3153,52,P,5-10jt,4
3154,18,P,5-10jt,3
3155,18,L,5-10jt,3
3156,31,P,5-10jt,3
3157,41,L,5-10jt,6
3158,20,P,5-10jt,3
3159,23,L,5-10jt,3
3160,54,L,5-10jt,4
3161,52,P,5-10jt,0
3162,19,L,5-10jt,5
3163,21,P,5-10jt,2
3164,51,P,5-10jt,2
3165,45,L,5-10jt,6
3166,38,L,5-10jt,6
3167,27,P,5-10jt,2
3168,59,L,5-10jt,4
3169,52,L,5-10jt,1
3170,52,L,5-10jt,6
3171,21,L,5-10jt,1
3172,57,P,5-10jt,1
3173,24,L,5-10jt,5
3174,37,P,5-10jt,4
3175,23,L,5-10jt,6
3176,20,P,5-10jt,5
3177,43,L,5-10jt,1
3178,22,P,5-10jt,6
3179,55,L,5-10jt,2
3180,48,P,5-10jt,1
3181,20,L,5-10jt,4
3182,54,L,5-10jt,6
3183,40,P,5-10jt,4
3184,27,P,5-10jt,4
3185,18,L,5-10jt,4
3186,45,P,5-10jt,0
3187,24,P,5-10jt,1
3188,44,L,5-10jt,2
3189,19,P,5-10jt,4
3190,58,P,5-10jt,3
3191,52,P,5-10jt,2
3192,52,L,5-10jt,0
3193,24,L,5-10jt,0
3194,23,P,5-10jt,5
3195,60,P,5-10jt,0
3196,35,L,5-10jt,6
3197,33,L,5-10jt,2
3198,39,L,5-10jt,3
3199,55,L,5-10jt,3
3200,32,L,5-10jt,0
3201,49,L,5-10jt,1
3202,40,P,5-10jt,5
3203,29,L,5-10jt,6
3204,21,P,5-10jt,4
3205,36,L,5-10jt,2
3206,43,L,5-10jt,6
3207,52,L,5-10jt,0
3208,17,L,5-10jt,5
3209,29,P,5-10jt,6
3210,34,L,5-10jt,1
3211,53,L,5-10jt,4
3212,46,P,5-10jt,4
3213,37,P,5-10jt,5
3214,28,L,5-10jt,5
3215,35,P,5-10jt,0
3216,17,L,5-10jt,2
3217,46,P,5-10jt,6
3218,34,P,5-10jt,2
3219,36,L,5-10jt,5
3220,21,P,5-10jt,1
3221,36,P,5-10jt,3
3222,58,P,5-10jt,1
3223,33,L,5-10jt,0
3224,51,P,5-10jt,6
3225,53,L,5-10jt,4
3226,32,L,5-10jt,2
3227,27,L,5-10jt,2
3228,23,L,5-10jt,4
3229,48,P,5-10jt,4
3230,37,P,5-10jt,0
3231,48,L,5-10jt,3
3232,34,P,5-10jt,2
3233,53,L,5-10jt,0
3234,50,P,5-10jt,4
3235,20,L,5-10jt,0
3236,37,L,5-10jt,3
3237,44,L,5-10jt,4
3238,60,L,5-10jt,2
3239,53,L,5-10jt,3
3240,30,P,5-10jt,0
3241,60,P,5-10jt,0
3242,19,P,5-10jt,1
3243,53,L,5-10jt,5
3244,57,P,5-10jt,0
3245,34,L,5-10jt,2
3246,39,P,5-10jt,4
3247,47,P,5-10jt,1
3248,26,P,5-10jt,3
3249,50,L,5-10jt,6
3250,49,L,5-10jt,0
3251,34,P,5-10jt,0
3252,53,P,5-10jt,0
3253,37,L,5-10jt,5
3254,47,L,5-10jt,4
3255,43,L,5-10jt,2
3256,59,L,5-10jt,4
3257,46,P,5-10jt,5
3258,37,P,5-10jt,0
3259,30,P,5-10jt,2
3260,19,L,5-10jt,4
3261,42,P,5-10jt,2
3262,36,P,5-10jt,2
3263,38,L,5-10jt,0
3264,39,P,5-10jt,0
3265,43,P,5-10jt,4
3266,26,P,5-10jt,0
3267,32,P,5-10jt,5
3268,41,P,5-10jt,3
3269,45,P,5-10jt,5
3270,35,P,5-10jt,6
3271,37,P,5-10jt,0
3272,59,L,5-10jt,4
3273,57,L,5-10jt,6
3274,35,P,5-10jt,3
3275,52,L,5-10jt,4
3276,22,L,5-10jt,5
3277,34,L,5-10jt,3
3278,23,L,5-10jt,2
3279,36,P,5-10jt,2
3280,32,L,5-10jt,5
3281,21,P,5-10jt,2
3282,42,L,5-10jt,3
3283,27,P,5-10jt,5
3284,35,L,5-10jt,2
3285,43,L,5-10jt,1
3286,50,P,5-10jt,0
3287,18,P,5-10jt,5
3288,28,L,5-10jt,3
3289,20,L,5-10jt,5
3290,29,L,5-10jt,2
3291,49,P,5-10jt,2
3292,23,P,5-10jt,6
3293,43,L,5-10jt,6
3294,18,P,5-10jt,4
3295,36,P,5-10jt,5
3296,23,L,5-10jt,3
3297,42,L,5-10jt,6
3298,24,P,5-10jt,2
3299,39,P,5-10jt,4
3300,39,L,5-10jt,6
3301,55,P,5-10jt,0
3302,40,P,5-10jt,3
3303,47,L,5-10jt,4
3304,32,P,5-10jt,5
3305,53,P,5-10jt,3
3306,44,P,5-10jt,5
3307,29,P,5-10jt,3
3308,18,L,5-10jt,3
3309,59,L,5-10jt,1
3310,57,L,5-10jt,2
3311,23,P,5-10jt,6
3312,36,L,5-10jt,2
3313,59,P,5-10jt,6
3314,38,P,5-10jt,2
3315,35,P,5-10jt,1
3316,48,P,5-10jt,6
3317,27,L,5-10jt,6
3318,46,P,5-10jt,6
3319,22,P,5-10jt,0
3320,42,P,5-10jt,1
3321,56,L,5-10jt,2
3322,30,P,5-10jt,6
3323,54,P,5-10jt,0
3324,48,P,5-10jt,4
3325,38,L,5-10jt,0
3326,40,L,5-10jt,2
3327,48,L,5-10jt,5
3328,49,P,5-10jt,4
3329,18,L,5-10jt,2
3330,42,L,5-10jt,1
3331,59,L,5-10jt,4
3332,28,L,5-10jt,1
3333,60,L,5-10jt,0
3334,46,L,5-10jt,3
3335,59,L,5-10jt,5
3336,52,L,5-10jt,1
3337,42,P,5-10jt,0
3338,60,P,5-10jt,3
3339,50,L,5-10jt,2
3340,49,L,5-10jt,2
3341,22,L,5-10jt,2
3342,17,L,5-10jt,0
3343,28,P,5-10jt,5
3344,54,L,5-10jt,4
3345,59,L,5-10jt,6
3346,47,L,5-10jt,3
3347,21,P,5-10jt,4
3348,54,L,5-10jt,6
3349,34,L,5-10jt,4
3350,25,P,5-10jt,2
3351,22,L,5-10jt,2
3352,47,P,5-10jt,5
3353,28,L,5-10jt,1
3354,28,L,5-10jt,4
3355,29,P,5-10jt,2
3356,30,L,5-10jt,0
3357,54,P,5-10jt,1
3358,48,P,5-10jt,4
3359,55,L,5-10jt,3
3360,31,L,5-10jt,2
3361,33,L,5-10jt,6
3362,17,L,5-10jt,0
3363,53,L,5-10jt,4
3364,58,L,5-10jt,5
3365,37,L,5-10jt,1
3366,58,P,5-10jt,0
3367,56,L,5-10jt,3
3368,44,L,5-10jt,4
3369,37,P,5-10jt,0
3370,41,L,5-10jt,6
3371,56,L,5-10jt,4
3372,20,L,5-10jt,1
3373,45,L,5-10jt,0
3374,50,L,5-10jt,4
3375,24,L,5-10jt,6
3376,39,L,5-10jt,4
3377,35,P,5-10jt,3
3378,24,P,5-10jt,2
3379,56,L,5-10jt,3
3380,30,P,5-10jt,3
3381,60,P,5-10jt,4
3382,41,L,5-10jt,5
3383,41,P,5-10jt,4
3384,58,P,5-10jt,2
3385,42,P,5-10jt,0
3386,47,L,5-10jt,5
3387,46,L,5-10jt,1
3388,17,P,5-10jt,2
3389,30,L,5-10jt,2
3390,52,L,5-10jt,1
3391,45,P,5-10jt,1
3392,59,P,5-10jt,0
3393,46,L,5-10jt,6
3394,33,L,5-10jt,1
3395,46,P,5-10jt,5
3396,43,L,5-10jt,2
3397,50,L,5-10jt,4
3398,17,L,5-10jt,5
3399,56,L,5-10jt,3
3400,49,L,5-10jt,5
3401,34,P,5-10jt,4
3402,24,P,5-10jt,0
3403,44,L,5-10jt,6
3404,43,P,5-10jt,1
3405,42,L,5-10jt,5
3406,26,P,5-10jt,4
3407,46,L,5-10jt,6
3408,60,L,5-10jt,6
3409,58,P,5-10jt,2
3410,41,P,5-10jt,5
3411,52,P,5-10jt,3
3412,25,L,5-10jt,4
3413,42,L,5-10jt,1
3414,35,P,5-10jt,4
3415,33,L,5-10jt,3
3416,49,L,5-10jt,2
3417,45,L,5-10jt,2
3418,44,P,5-10jt,0
3419,22,P,5-10jt,6
3420,31,L,5-10jt,2
3421,35,L,5-10jt,1
3422,36,L,5-10jt,0
3423,18,L,5-10jt,1
3424,49,P,5-10jt,4
3425,37,P,5-10jt,3
3426,53,P,5-10jt,5
3427,17,L,5-10jt,5
3428,29,P,5-10jt,6
3429,57,L,5-10jt,6
3430,24,L,5-10jt,1
3431,30,P,5-10jt,0
3432,40,P,5-10jt,2
3433,31,L,5-10jt,4
3434,40,P,5-10jt,3
3435,20,P,5-10jt,5
3436,57,P,5-10jt,5
3437,42,L,5-10jt,0
