,Usia,Gender,Gaji,Jumlah Anak
996,60,P,1-3jt,4
997,18,L,1-3jt,0
998,35,P,1-3jt,6
999,17,L,1-3jt,3
1000,17,P,1-3jt,0
1001,34,L,1-3jt,0
1002,17,L,1-3jt,4
1003,35,P,1-3jt,5
1004,54,P,1-3jt,0
1005,44,L,1-3jt,1
1006,28,L,1-3jt,2
1007,21,L,1-3jt,5
1008,25,P,1-3jt,3
1009,60,L,1-3jt,0
1010,38,L,1-3jt,4
1011,49,L,1-3jt,4
1012,39,P,1-3jt,0
1013,29,P,1-3jt,3
1014,45,L,1-3jt,3
1015,42,P,1-3jt,5
1016,43,P,1-3jt,3
1017,24,P,1-3jt,5
1018,30,L,1-3jt,0
1019,37,P,1-3jt,2
1020,36,P,1-3jt,3
1021,37,P,1-3jt,3
1022,48,P,1-3jt,6
1023,41,L,1-3jt,6
1024,56,L,1-3jt,5
1025,28,P,1-3jt,6
1026,24,L,1-3jt,1
1027,23,L,1-3jt,2
1028,52,P,1-3jt,5
1029,44,P,1-3jt,4
1030,50,L,1-3jt,0
1031,43,P,1-3jt,5
1032,32,P,1-3jt,3
1033,35,P,1-3jt,6
1034,54,L,1-3jt,5
1035,29,P,1-3jt,1
1036,52,L,1-3jt,5
1037,47,P,1-3jt,2
1038,21,L,1-3jt,1
1039,18,L,1-3jt,5
1040,22,P,1-3jt,0
1041,57,P,1-3jt,1
1042,56,L,1-3jt,2
1043,52,P,1-3jt,1
1044,58,P,1-3jt,3
1045,37,L,1-3jt,1
1046,33,P,1-3jt,4
1047,58,L,1-3jt,2
1048,49,P,1-3jt,0
1049,25,P,1-3jt,2
1050,49,P,1-3jt,0
1051,49,P,1-3jt,2
1052,46,L,1-3jt,3
1053,30,P,1-3jt,2
1054,43,L,1-3jt,3
1055,48,P,1-3jt,0
1056,23,L,1-3jt,6
1057,43,P,1-3jt,3
1058,59,P,1-3jt,5
1059,47,P,1-3jt,1
1060,23,L,1-3jt,4
1061,41,L,1-3jt,0
1062,33,L,1-3jt,6
1063,18,L,1-3jt,6
1064,42,P,1-3jt,6
1065,44,L,1-3jt,6
1066,22,L,1-3jt,3
1067,28,P,1-3jt,4
1068,28,P,1-3jt,3
1069,39,P,1-3jt,2
1070,48,L,1-3jt,3
1071,29,L,1-3jt,1
1072,24,L,1-3jt,5
1073,52,L,1-3jt,5
1074,47,P,1-3jt,0
1075,42,P,1-3jt,3
1076,47,P,1-3jt,6
1077,36,L,1-3jt,2
1078,46,P,1-3jt,2
1079,44,L,1-3jt,6
1080,22,P,1-3jt,6
1081,35,P,1-3jt,6
1082,50,L,1-3jt,1
1083,27,L,1-3jt,6
1084,35,P,1-3jt,2
1085,40,P,1-3jt,2
1086,42,L,1-3jt,2
1087,20,L,1-3jt,1
1088,60,L,1-3jt,1
1089,60,L,1-3jt,1
1090,34,L,1-3jt,1
1091,56,P,1-3jt,1
1092,29,L,1-3jt,6
1093,46,P,1-3jt,2
1094,60,L,1-3jt,0
1095,26,P,1-3jt,2
1096,34,L,1-3jt,5
1097,43,P,1-3jt,5
1098,48,L,1-3jt,6
1099,22,L,1-3jt,3
1100,48,L,1-3jt,3
1101,23,L,1-3jt,0
1102,39,P,1-3jt,0
1103,53,L,1-3jt,0
1104,41,L,1-3jt,1
1105,40,L,1-3jt,6
1106,28,L,1-3jt,5
1107,43,L,1-3jt,2
1108,47,P,1-3jt,0
1109,18,L,1-3jt,4
1110,51,L,1-3jt,0
1111,60,P,1-3jt,0
1112,37,L,1-3jt,2
1113,18,P,1-3jt,3
1114,27,P,1-3jt,0
1115,40,P,1-3jt,0
1116,56,P,1-3jt,5
1117,44,P,1-3jt,3
1118,50,P,1-3jt,3
1119,26,L,1-3jt,6
1120,46,P,1-3jt,3
1121,50,L,1-3jt,2
1122,58,L,1-3jt,5
1123,44,P,1-3jt,6
1124,55,P,1-3jt,5
1125,35,P,1-3jt,0
1126,33,P,1-3jt,2
1127,26,L,1-3jt,5
1128,23,P,1-3jt,5
1129,17,L,1-3jt,1
1130,39,L,1-3jt,1
1131,46,P,1-3jt,4
1132,37,L,1-3jt,0
1133,47,L,1-3jt,5
1134,18,L,1-3jt,1
1135,39,P,1-3jt,3
1136,43,P,1-3jt,1
1137,50,L,1-3jt,5
1138,42,P,1-3jt,2
1139,60,L,1-3jt,5
1140,38,L,1-3jt,2
1141,37,L,1-3jt,1
1142,17,P,1-3jt,4
1143,58,P,1-3jt,4
1144,55,P,1-3jt,2
1145,19,L,1-3jt,4
1146,24,P,1-3jt,6
1147,22,P,1-3jt,3
1148,36,L,1-3jt,3
1149,52,P,1-3jt,3
1150,38,L,1-3jt,0
1151,33,L,1-3jt,6
1152,29,L,1-3jt,2
1153,26,L,1-3jt,4
1154,32,P,1-3jt,3
1155,22,L,1-3jt,6
1156,43,L,1-3jt,5
1157,52,P,1-3jt,0
1158,47,P,1-3jt,3
1159,43,L,1-3jt,6
1160,32,L,1-3jt,5
1161,47,L,1-3jt,2
1162,30,P,1-3jt,4
1163,21,L,1-3jt,6
1164,57,P,1-3jt,4
1165,45,L,1-3jt,0
1166,55,L,1-3jt,5
1167,27,L,1-3jt,6
1168,31,P,1-3jt,2
1169,50,P,1-3jt,1
1170,23,P,1-3jt,3
1171,23,L,1-3jt,1
1172,27,P,1-3jt,6
1173,57,P,1-3jt,3
1174,51,P,1-3jt,0
1175,40,P,1-3jt,6
1176,57,P,1-3jt,6
1177,46,P,1-3jt,2
1178,46,P,1-3jt,2
1179,47,L,1-3jt,5
1180,29,L,1-3jt,5
1181,50,L,1-3jt,3
1182,18,L,1-3jt,4
1183,24,L,1-3jt,3
1184,53,P,1-3jt,6
1185,48,L,1-3jt,2
1186,30,P,1-3jt,5
1187,58,P,1-3jt,2
1188,49,P,1-3jt,3
1189,31,P,1-3jt,6
1190,19,P,1-3jt,2
1191,40,P,1-3jt,2
1192,51,P,1-3jt,6
1193,48,P,1-3jt,3
1194,40,L,1-3jt,2
1195,44,P,1-3jt,2
1196,22,L,1-3jt,1
1197,32,L,1-3jt,3
1198,51,L,1-3jt,4
1199,28,L,1-3jt,2
1200,48,L,1-3jt,5
1201,18,L,1-3jt,5
1202,17,P,1-3jt,1
1203,38,L,1-3jt,6
1204,51,P,1-3jt,5
1205,60,L,1-3jt,2
1206,54,L,1-3jt,4
1207,42,P,1-3jt,6
1208,42,P,1-3jt,6
1209,21,P,1-3jt,3
1210,42,P,1-3jt,2
1211,21,P,1-3jt,5
1212,45,L,1-3jt,6
1213,39,P,1-3jt,3
1214,40,P,1-3jt,0
1215,44,P,1-3jt,5
1216,46,L,1-3jt,0
1217,35,P,1-3jt,5
1218,58,L,1-3jt,6
1219,28,P,1-3jt,6
1220,54,L,1-3jt,1
1221,33,P,1-3jt,6
1222,46,P,1-3jt,1
1223,25,P,1-3jt,1
1224,28,P,1-3jt,3
1225,44,L,1-3jt,6
1226,25,L,1-3jt,3
1227,41,P,1-3jt,5
1228,22,P,1-3jt,2
1229,59,P,1-3jt,3
1230,29,P,1-3jt,3
1231,45,L,1-3jt,4
1232,45,P,1-3jt,6
1233,58,L,1-3jt,1
1234,38,P,1-3jt,1
1235,35,L,1-3jt,1
1236,29,P,1-3jt,4
1237,43,L,1-3jt,5
1238,21,L,1-3jt,5
1239,33,L,1-3jt,4
1240,19,P,1-3jt,5
1241,43,L,1-3jt,3
1242,49,L,1-3jt,4
1243,25,L,1-3jt,2
1244,53,L,1-3jt,3
1245,21,P,1-3jt,2
1246,33,L,1-3jt,1
1247,57,P,1-3jt,6
1248,35,P,1-3jt,3
1249,17,L,1-3jt,4
1250,37,P,1-3jt,2
1251,28,P,1-3jt,1
1252,50,L,1-3jt,2
1253,40,L,1-3jt,0
1254,52,P,1-3jt,6
1255,37,L,1-3jt,2
1256,25,P,1-3jt,2
1257,26,L,1-3jt,3
1258,53,P,1-3jt,3
1259,39,L,1-3jt,6
1260,27,L,1-3jt,1
1261,42,P,1-3jt,5
1262,29,P,1-3jt,6
1263,42,L,1-3jt,6
1264,53,L,1-3jt,0
1265,44,P,1-3jt,0
1266,18,P,1-3jt,0
1267,19,L,1-3jt,0
1268,32,L,1-3jt,4
1269,22,L,1-3jt,5
1270,44,L,1-3jt,1
1271,28,P,1-3jt,0
1272,35,L,1-3jt,5
1273,17,L,1-3jt,6
1274,25,P,1-3jt,0
1275,46,P,1-3jt,4
1276,34,L,1-3jt,3
1277,36,P,1-3jt,3
1278,58,L,1-3jt,5
1279,53,P,1-3jt,5
1280,55,L,1-3jt,2
1281,17,P,1-3jt,0
1282,21,P,1-3jt,5
1283,49,P,1-3jt,4
1284,33,L,1-3jt,5
1285,47,P,1-3jt,0
1286,19,P,1-3jt,2
1287,18,P,1-3jt,3
1288,30,P,1-3jt,4
1289,21,L,1-3jt,2
1290,44,P,1-3jt,5
1291,31,P,1-3jt,6
1292,41,L,1-3jt,3
1293,46,P,1-3jt,2
1294,48,P,1-3jt,5
1295,33,P,1-3jt,5
1296,21,P,1-3jt,4
1297,55,L,1-3jt,4
1298,39,P,1-3jt,4
1299,32,L,1-3jt,3
1300,44,L,1-3jt,5
1301,51,L,1-3jt,5
1302,23,P,1-3jt,6
1303,57,L,1-3jt,3
1304,22,P,1-3jt,2
1305,27,P,1-3jt,2
1306,47,P,1-3jt,0
1307,57,L,1-3jt,2
1308,37,P,1-3jt,1
1309,19,L,1-3jt,4
1310,25,L,1-3jt,0
1311,49,L,1-3jt,4
1312,54,P,1-3jt,5
1313,33,P,1-3jt,5
1314,31,L,1-3jt,4
1315,31,P,1-3jt,1
1316,44,P,1-3jt,6
1317,58,L,1-3jt,5
1318,52,L,1-3jt,6
1319,35,L,1-3jt,0
1320,54,L,1-3jt,2
1321,57,L,1-3jt,2
1322,38,P,1-3jt,5
1323,18,L,1-3jt,1
1324,51,P,1-3jt,6
1325,50,L,1-3jt,5
1326,51,L,1-3jt,5
1327,29,L,1-3jt,5
1328,32,L,1-3jt,6
1329,57,P,1-3jt,0
1330,41,P,1-3jt,5
1331,43,L,1-3jt,5
1332,59,L,1-3jt,1
1333,40,L,1-3jt,5
1334,54,L,1-3jt,5
1335,28,P,1-3jt,3
1336,20,L,1-3jt,2
1337,32,P,1-3jt,2
1338,37,P,1-3jt,3
1339,53,P,1-3jt,6
1340,47,L,1-3jt,0
1341,50,L,1-3jt,5
1342,36,P,1-3jt,2
1343,53,L,1-3jt,0
1344,55,L,1-3jt,1
1345,40,L,1-3jt,1
1346,27,L,1-3jt,5
1347,48,L,1-3jt,1
1348,50,P,1-3jt,5
1349,36,L,1-3jt,0
1350,23,P,1-3jt,2
1351,18,P,1-3jt,6
1352,52,P,1-3jt,3
1353,41,P,1-3jt,2
1354,28,L,1-3jt,5
1355,49,L,1-3jt,6
1356,56,P,1-3jt,0
1357,59,L,1-3jt,5
1358,45,P,1-3jt,6
1359,34,P,1-3jt,5
1360,53,P,1-3jt,2
1361,40,P,1-3jt,6
1362,37,P,1-3jt,3
1363,42,L,1-3jt,3
1364,41,P,1-3jt,0
1365,45,L,1-3jt,3
1366,37,L,1-3jt,0
1367,24,P,1-3jt,5
1368,58,P,1-3jt,4
1369,24,P,1-3jt,5
1370,21,L,1-3jt,0
1371,35,L,1-3jt,4
1372,22,L,1-3jt,1
1373,19,P,1-3jt,5
1374,31,L,1-3jt,4
1375,23,P,1-3jt,4
1376,19,P,1-3jt,0
1377,39,P,1-3jt,5
1378,36,L,1-3jt,1
1379,54,L,1-3jt,4
1380,18,P,1-3jt,1
1381,17,L,1-3jt,2
1382,51,L,1-3jt,6
1383,32,L,1-3jt,1
1384,47,L,1-3jt,0
1385,39,L,1-3jt,5
1386,60,P,1-3jt,3
1387,31,P,1-3jt,5
1388,59,L,1-3jt,1
1389,17,P,1-3jt,1
1390,32,P,1-3jt,1
1391,22,L,1-3jt,3
1392,20,L,1-3jt,0
1393,37,L,1-3jt,6
1394,51,L,1-3jt,1
1395,29,P,1-3jt,4
1396,56,P,1-3jt,3
1397,19,L,1-3jt,3
1398,38,L,1-3jt,4
1399,23,P,1-3jt,0
1400,21,L,1-3jt,2
1401,57,P,1-3jt,2
1402,39,L,1-3jt,1
1403,58,P,1-3jt,5
1404,43,L,1-3jt,6
1405,31,P,1-3jt,0
1406,40,L,1-3jt,3
1407,47,P,1-3jt,4
1408,46,P,1-3jt,4
1409,58,L,1-3jt,4
1410,50,L,1-3jt,6
1411,23,L,1-3jt,2
1412,21,L,1-3jt,0
1413,50,P,1-3jt,1
1414,35,P,1-3jt,0
1415,52,P,1-3jt,5
1416,44,L,1-3jt,3
1417,48,P,1-3jt,3
1418,60,L,1-3jt,4
1419,21,L,1-3jt,2
1420,20,L,1-3jt,4
1421,52,P,1-3jt,1
1422,32,P,1-3jt,2
1423,37,P,1-3jt,6
1424,35,P,1-3jt,4
1425,52,L,1-3jt,6
1426,60,P,1-3jt,6
1427,56,P,1-3jt,5
1428,51,P,1-3jt,0
1429,45,L,1-3jt,5
1430,59,L,1-3jt,4
1431,31,P,1-3jt,4
1432,24,P,1-3jt,5
1433,49,P,1-3jt,5
1434,51,L,1-3jt,5
1435,58,L,1-3jt,2
1436,18,P,1-3jt,3
1437,40,P,1-3jt,5
1438,33,P,1-3jt,0
1439,41,P,1-3jt,2
1440,51,L,1-3jt,5
1441,46,P,1-3jt,5
1442,22,L,1-3jt,5
1443,20,L,1-3jt,5
1444,29,P,1-3jt,1
1445,58,L,1-3jt,2
1446,44,P,1-3jt,6
1447,23,P,1-3jt,5
1448,49,P,1-3jt,0
1449,44,L,1-3jt,0
1450,17,P,1-3jt,0
1451,38,P,1-3jt,6
1452,57,L,1-3jt,3
1453,37,L,1-3jt,0
1454,25,P,1-3jt,1
1455,55,L,1-3jt,0
1456,43,P,1-3jt,4
1457,44,L,1-3jt,5
1458,24,P,1-3jt,1
1459,27,L,1-3jt,6
1460,43,L,1-3jt,0
1461,43,L,1-3jt,6
1462,39,L,1-3jt,4
1463,30,P,1-3jt,5
1464,17,P,1-3jt,4
1465,35,L,1-3jt,5
1466,46,P,1-3jt,1
1467,56,L,1-3jt,0
1468,41,P,1-3jt,1
1469,38,L,1-3jt,5
1470,25,P,1-3jt,4
1471,23,P,1-3jt,5
1472,21,L,1-3jt,1
1473,48,L,1-3jt,2
1474,35,P,1-3jt,4
1475,22,P,1-3jt,2
1476,31,L,1-3jt,0
1477,50,P,1-3jt,5
1478,27,P,1-3jt,4
1479,37,P,1-3jt,6
1480,51,P,1-3jt,4
1481,28,P,1-3jt,5
1482,45,P,1-3jt,5
1483,57,L,1-3jt,4
1484,53,P,1-3jt,0
1485,36,L,1-3jt,3
1486,49,P,1-3jt,6
1487,53,P,1-3jt,2
1488,43,L,1-3jt,4
1489,22,P,1-3jt,4
1490,54,L,1-3jt,0
1491,31,P,1-3jt,6
1492,33,L,1-3jt,3
1493,21,L,1-3jt,1
1494,59,L,1-3jt,1
1495,44,P,1-3jt,4
1496,42,P,1-3jt,6
1497,54,L,1-3jt,2
1498,36,L,1-3jt,0
1499,51,L,1-3jt,4
1500,31,P,1-3jt,6
1501,19,P,1-3jt,5
1502,48,L,1-3jt,4
1503,51,P,1-3jt,3
1504,40,L,1-3jt,4
1505,27,L,1-3jt,4
1506,18,P,1-3jt,1
1507,45,L,1-3jt,0
1508,27,L,1-3jt,4
1509,20,L,1-3jt,4
1510,36,P,1-3jt,3
1511,18,P,1-3jt,2
1512,39,P,1-3jt,1
1513,19,P,1-3jt,2
1514,21,P,1-3jt,4
1515,20,P,1-3jt,3
1516,32,P,1-3jt,0
1517,19,L,1-3jt,1
1518,24,P,1-3jt,3
1519,22,L,1-3jt,5
1520,39,P,1-3jt,0
1521,21,L,1-3jt,0
1522,49,P,1-3jt,1
1523,44,L,1-3jt,3
1524,46,P,1-3jt,1
1525,34,L,1-3jt,2
1526,42,P,1-3jt,6
1527,58,P,1-3jt,5
1528,46,P,1-3jt,0
1529,59,P,1-3jt,2
1530,24,P,1-3jt,1
1531,56,L,1-3jt,6
1532,60,P,1-3jt,2
1533,42,L,1-3jt,4
1534,25,L,1-3jt,6
1535,41,P,1-3jt,2
1536,44,L,1-3jt,1
1537,21,P,1-3jt,2
1538,29,L,1-3jt,6
1539,56,L,1-3jt,6
1540,42,P,1-3jt,6
1541,60,P,1-3jt,1
1542,22,P,1-3jt,6
1543,56,L,1-3jt,3
1544,52,P,1-3jt,5
1545,33,L,1-3jt,0
1546,34,L,1-3jt,4
1547,39,L,1-3jt,2
1548,25,P,1-3jt,6
1549,32,P,1-3jt,1
1550,37,L,1-3jt,3
1551,42,P,1-3jt,1
1552,58,P,1-3jt,3
1553,30,P,1-3jt,1
1554,39,L,1-3jt,2
1555,33,L,1-3jt,6
1556,51,L,1-3jt,0
1557,37,P,1-3jt,6
1558,29,L,1-3jt,1
1559,45,P,1-3jt,1
1560,24,L,1-3jt,4
1561,37,P,1-3jt,3
1562,38,P,1-3jt,2
1563,50,L,1-3jt,6
1564,57,P,1-3jt,0
1565,40,P,1-3jt,6
1566,56,P,1-3jt,2
1567,37,L,1-3jt,6
1568,17,P,1-3jt,3
1569,39,L,1-3jt,2
1570,53,P,1-3jt,4
1571,41,P,1-3jt,6
1572,57,P,1-3jt,1
1573,54,L,1-3jt,0
1574,45,L,1-3jt,6
1575,27,P,1-3jt,4
1576,28,P,1-3jt,0
1577,20,L,1-3jt,4
1578,22,L,1-3jt,5
1579,23,P,1-3jt,6
1580,58,L,1-3jt,2
1581,26,L,1-3jt,0
1582,38,P,1-3jt,0
1583,50,P,1-3jt,4
1584,25,L,1-3jt,1
1585,57,L,1-3jt,4
1586,25,P,1-3jt,1
1587,21,P,1-3jt,6
1588,28,L,1-3jt,0
1589,40,P,1-3jt,3
1590,47,P,1-3jt,3
1591,49,L,1-3jt,1
1592,55,P,1-3jt,6
1593,60,P,1-3jt,0
1594,54,L,1-3jt,0
1595,36,P,1-3jt,1
1596,36,L,1-3jt,3
1597,37,P,1-3jt,1
1598,60,L,1-3jt,2
1599,46,P,1-3jt,6
1600,27,L,1-3jt,6
1601,50,P,1-3jt,5
1602,38,P,1-3jt,3
1603,50,L,1-3jt,5
1604,33,L,1-3jt,1
1605,20,P,1-3jt,3
1606,47,L,1-3jt,4
1607,41,L,1-3jt,2
1608,20,L,1-3jt,1
1609,45,L,1-3jt,4
1610,26,L,1-3jt,2
1611,37,L,1-3jt,0
1612,36,L,1-3jt,4
1613,45,P,1-3jt,1
1614,24,P,1-3jt,5
1615,51,P,1-3jt,0
1616,18,P,1-3jt,0
1617,51,L,1-3jt,5
1618,56,L,1-3jt,4
1619,36,P,1-3jt,6
1620,17,P,1-3jt,2
1621,20,L,1-3jt,2
1622,23,L,1-3jt,1
1623,29,P,1-3jt,5
1624,51,L,1-3jt,6
1625,43,L,1-3jt,2
1626,38,P,1-3jt,2
1627,25,L,1-3jt,4
1628,24,L,1-3jt,1
1629,35,L,1-3jt,3
1630,22,L,1-3jt,6
1631,53,L,1-3jt,6
1632,45,P,1-3jt,2
1633,50,P,1-3jt,2
1634,24,P,1-3jt,5
1635,39,L,1-3jt,2
1636,37,P,1-3jt,2
1637,33,P,1-3jt,1
1638,33,P,1-3jt,1
1639,58,P,1-3jt,3
1640,34,P,1-3jt,4
1641,33,L,1-3jt,1
1642,37,P,1-3jt,5
1643,19,P,1-3jt,4
1644,27,P,1-3jt,0
1645,42,L,1-3jt,3
1646,45,L,1-3jt,2
1647,47,L,1-3jt,1
1648,55,L,1-3jt,5
1649,20,L,1-3jt,5
1650,23,L,1-3jt,6
1651,59,P,1-3jt,4
1652,40,P,1-3jt,1
1653,48,P,1-3jt,3
1654,36,L,1-3jt,5
1655,33,P,1-3jt,6
1656,42,P,1-3jt,3
1657,23,P,1-3jt,0
1658,36,P,1-3jt,0
1659,47,P,1-3jt,1
1660,18,P,1-3jt,4
1661,56,L,1-3jt,2
1662,60,P,1-3jt,5
1663,43,L,1-3jt,1
1664,50,P,1-3jt,6
1665,24,P,1-3jt,3
1666,19,L,1-3jt,1
1667,21,P,1-3jt,1
1668,50,P,1-3jt,0
1669,47,P,1-3jt,4
1670,25,L,1-3jt,2
1671,39,L,1-3jt,0
1672,26,L,1-3jt,3
1673,60,L,1-3jt,1
1674,32,L,1-3jt,0
1675,27,L,1-3jt,0
1676,44,P,1-3jt,1
1677,50,L,1-3jt,6
1678,21,P,1-3jt,2
1679,36,L,1-3jt,0
1680,34,P,1-3jt,5
1681,55,P,1-3jt,3
1682,38,P,1-3jt,3
1683,60,L,1-3jt,1
1684,60,P,1-3jt,0
1685,29,L,1-3jt,6
1686,57,L,1-3jt,5
1687,21,P,1-3jt,4
1688,34,L,1-3jt,6
1689,56,L,1-3jt,0
1690,52,P,1-3jt,2
1691,58,P,1-3jt,3
1692,59,P,1-3jt,6
1693,60,P,1-3jt,2
1694,59,P,1-3jt,2
1695,21,P,1-3jt,1
1696,25,L,1-3jt,1
1697,52,L,1-3jt,0
1698,19,L,1-3jt,3
1699,45,L,1-3jt,0
1700,35,P,1-3jt,2
1701,17,P,1-3jt,6
1702,54,P,1-3jt,1
1703,60,P,1-3jt,0
1704,39,P,1-3jt,4
1705,39,P,1-3jt,3
1706,41,L,1-3jt,6
1707,29,L,1-3jt,0
1708,55,P,1-3jt,2
1709,23,P,1-3jt,4
1710,52,P,1-3jt,3
1711,42,L,1-3jt,2
1712,40,L,1-3jt,5
1713,39,L,1-3jt,4
1714,35,P,1-3jt,5
1715,45,L,1-3jt,3
1716,47,L,1-3jt,2
1717,40,L,1-3jt,4
1718,28,P,1-3jt,3
1719,46,P,1-3jt,3
1720,59,L,1-3jt,1
1721,49,P,1-3jt,6
1722,18,P,1-3jt,2
1723,35,L,1-3jt,2
1724,24,L,1-3jt,4
1725,59,P,1-3jt,2
1726,31,P,1-3jt,5
1727,22,P,1-3jt,1
1728,36,P,1-3jt,3
1729,26,L,1-3jt,1
1730,26,P,1-3jt,4
1731,51,P,1-3jt,4
1732,32,P,1-3jt,3
1733,41,P,1-3jt,3
1734,28,L,1-3jt,5
1735,45,L,1-3jt,6
1736,27,L,1-3jt,6
1737,20,P,1-3jt,4
1738,34,P,1-3jt,4
1739,17,P,1-3jt,1
1740,35,P,1-3jt,0
1741,20,P,1-3jt,3
1742,37,L,1-3jt,3
1743,46,L,1-3jt,1
1744,34,P,1-3jt,4
1745,48,P,1-3jt,0
1746,23,P,1-3jt,2
1747,17,P,1-3jt,1
1748,39,L,1-3jt,6
1749,47,L,1-3jt,0
1750,52,P,1-3jt,3
1751,54,P,1-3jt,4
1752,20,P,1-3jt,5
1753,30,P,1-3jt,5
1754,46,P,1-3jt,4
1755,45,L,1-3jt,5
1756,48,P,1-3jt,6
1757,59,L,1-3jt,1
1758,49,L,1-3jt,4
1759,28,L,1-3jt,2
1760,18,P,1-3jt,0
1761,17,P,1-3jt,5
1762,43,P,1-3jt,1
1763,56,P,1-3jt,2
1764,32,L,1-3jt,4
1765,37,P,1-3jt,0
1766,23,L,1-3jt,3
1767,41,P,1-3jt,1
1768,31,L,1-3jt,1
1769,47,L,1-3jt,1
1770,25,P,1-3jt,4
1771,26,L,1-3jt,2
1772,37,P,1-3jt,0
1773,41,P,1-3jt,3
1774,19,L,1-3jt,5
1775,47,P,1-3jt,6
1776,41,P,1-3jt,3
1777,38,P,1-3jt,1
1778,52,P,1-3jt,6
1779,26,P,1-3jt,2
1780,37,P,1-3jt,0
1781,48,P,1-3jt,2
1782,53,L,1-3jt,4
1783,36,P,1-3jt,3
1784,28,P,1-3jt,6
1785,54,P,1-3jt,3
1786,58,L,1-3jt,1
1787,41,P,1-3jt,1
1788,43,L,1-3jt,5
1789,44,L,1-3jt,3
1790,50,P,1-3jt,0
1791,40,L,1-3jt,6
1792,40,P,1-3jt,0
1793,43,L,1-3jt,6
1794,56,P,1-3jt,0
1795,59,P,1-3jt,2
1796,30,P,1-3jt,5
1797,49,P,1-3jt,4
1798,29,P,1-3jt,3
1799,19,L,1-3jt,0
1800,55,L,1-3jt,0
1801,48,P,1-3jt,2
1802,45,L,1-3jt,5
1803,56,L,1-3jt,0
1804,53,L,1-3jt,1
1805,38,L,1-3jt,1
1806,60,P,1-3jt,0
1807,37,P,1-3jt,1
1808,37,L,1-3jt,1
1809,52,P,1-3jt,2
1810,57,L,1-3jt,1
1811,60,L,1-3jt,6
1812,40,L,1-3jt,5
1813,33,L,1-3jt,5
1814,48,P,1-3jt,0
1815,47,P,1-3jt,2
1816,53,L,1-3jt,4
1817,51,L,1-3jt,3
1818,27,P,1-3jt,4
1819,18,P,1-3jt,3
1820,26,P,1-3jt,0
1821,20,L,1-3jt,5
1822,44,P,1-3jt,2
1823,37,P,1-3jt,5
1824,55,L,1-3jt,5
1825,26,P,1-3jt,5
1826,37,L,1-3jt,0
1827,22,L,1-3jt,6
1828,27,L,1-3jt,2
1829,58,L,1-3jt,2
1830,39,P,1-3jt,1
1831,38,L,1-3jt,4
1832,34,P,1-3jt,3
1833,19,P,1-3jt,1
1834,60,P,1-3jt,5
1835,21,P,1-3jt,5
1836,54,L,1-3jt,4
1837,53,L,1-3jt,6
1838,22,P,1-3jt,1
1839,53,P,1-3jt,2
1840,25,P,1-3jt,3
1841,44,P,1-3jt,0
1842,32,L,1-3jt,1
1843,22,P,1-3jt,3
1844,57,P,1-3jt,1
1845,58,L,1-3jt,3
1846,59,P,1-3jt,6
1847,24,L,1-3jt,5
1848,55,L,1-3jt,5
1849,52,L,1-3jt,0
1850,36,P,1-3jt,1
1851,41,P,1-3jt,0
1852,17,L,1-3jt,4
1853,33,P,1-3jt,3
1854,47,P,1-3jt,3
1855,35,L,1-3jt,0
1856,23,L,1-3jt,2
1857,52,P,1-3jt,4
1858,41,L,1-3jt,5
1859,25,P,1-3jt,3
1860,52,P,1-3jt,2
1861,26,L,1-3jt,5
1862,36,L,1-3jt,1
1863,52,L,1-3jt,3
1864,47,L,1-3jt,4
1865,37,P,1-3jt,3
1866,20,P,1-3jt,2
1867,49,L,1-3jt,2
1868,49,L,1-3jt,6
1869,55,L,1-3jt,5
1870,34,L,1-3jt,2
1871,28,L,1-3jt,0
1872,49,P,1-3jt,6
1873,22,L,1-3jt,1
1874,45,L,1-3jt,4
1875,46,P,1-3jt,2
1876,42,P,1-3jt,5
1877,39,P,1-3jt,3
1878,21,L,1-3jt,1
1879,27,P,1-3jt,1
1880,47,P,1-3jt,2
1881,41,L,1-3jt,6
1882,43,L,1-3jt,1
1883,39,P,1-3jt,6
1884,36,L,1-3jt,2
1885,28,P,1-3jt,6
1886,22,L,1-3jt,6
1887,32,P,1-3jt,4
1888,32,P,1-3jt,3
1889,28,L,1-3jt,4
1890,37,P,1-3jt,0
1891,48,P,1-3jt,0
1892,58,L,1-3jt,6
1893,40,P,1-3jt,5
1894,23,P,1-3jt,1
1895,28,L,1-3jt,0
1896,44,P,1-3jt,2
1897,44,P,1-3jt,2
1898,29,P,1-3jt,0
1899,26,L,1-3jt,4
1900,24,L,1-3jt,5
1901,29,L,1-3jt,0
1902,60,L,1-3jt,4
1903,39,P,1-3jt,5
1904,32,P,1-3jt,2
1905,40,P,1-3jt,2
1906,24,P,1-3jt,0
1907,55,P,1-3jt,6
1908,47,L,1-3jt,0
1909,48,L,1-3jt,1
1910,33,L,1-3jt,0
1911,32,L,1-3jt,3
1912,24,L,1-3jt,0
1913,47,L,1-3jt,5
1914,42,L,1-3jt,0
1915,25,L,1-3jt,4
1916,57,P,1-3jt,2
1917,19,P,1-3jt,6
1918,46,L,1-3jt,3
1919,27,L,1-3jt,5
1920,55,L,1-3jt,6
1921,36,P,1-3jt,6
1922,20,P,1-3jt,6
1923,42,L,1-3jt,3
1924,32,P,1-3jt,5
1925,34,L,1-3jt,5
1926,46,L,1-3jt,5
1927,55,L,1-3jt,0
